event_id,timestamp,event_type,severity,message,asset_id
88,2025-06-22T16:36:39,phishing_email_received,3,Suspicious email with link received,261
89,2025-06-27T14:49:39,brute_force_detected,5,Multiple failed logins on admin account ID 92,235
90,2025-07-02T20:42:03,backup_failure,3,Scheduled backup did not complete,84
91,2025-07-05T16:24:43,new_mac_seen,2,New MAC address seen on port 3,33
92,2025-07-07T19:40:33,low_toner,1,Printer toner low warning,41
93,2025-06-25T00:09:35,low_toner,1,Printer toner low warning,27
94,2025-06-27T09:54:53,print_job,1,Large document sent to printer,139
95,2025-07-01T09:03:44,new_mac_seen,2,New MAC address seen on port 3,89
96,2025-07-11T01:45:19,login,2,User login from internal IP,163
97,2025-07-18T08:43:06,new_mac_seen,2,New MAC address seen on port 3,12
98,2025-06-30T22:48:32,usb_inserted,2,USB storage inserted,275
99,2025-06-25T03:02:33,network_connection,2,WAN connection established,109
100,2025-06-29T05:46:29,network_connection,2,WAN connection established,256
101,2025-06-29T01:05:29,print_job,1,Large document sent to printer,181
102,2025-07-01T16:31:05,file_access,2,User accessed shared file,77
103,2025-07-05T06:39:56,network_connection,2,WAN connection established,60
104,2025-06-30T10:09:37,port_flapping,3,Link up/down detected on port,194
105,2025-06-28T09:07:20,network_connection,2,WAN connection established,109
106,2025-07-15T01:30:32,login,3,Admin login to firewall console,92
107,2025-06-20T08:40:28,login,2,User login from internal IP,282
108,2025-06-29T05:00:57,port_flapping,3,Link up/down detected on port,40
109,2025-07-06T18:20:38,process_start,3,Apache process started,80
110,2025-07-11T07:10:19,brute_force_detected,5,Multiple failed logins on admin account ID 192,169
111,2025-07-18T01:24:22,brute_force_detected,5,Multiple failed logins on admin account ID 172,175
112,2025-06-26T12:30:32,backup_failure,3,Scheduled backup did not complete,175
113,2025-06-28T23:40:56,port_flapping,3,Link up/down detected on port,257
114,2025-07-06T00:06:37,low_toner,1,Printer toner low warning,83
115,2025-06-27T17:14:08,usb_inserted,2,USB storage inserted,198
116,2025-06-26T00:36:06,print_job,1,Large document sent to printer,69
117,2025-06-20T12:10:32,config_change,3,Firewall rule modified,190
118,2025-07-06T14:28:29,low_toner,1,Printer toner low warning,230
119,2025-06-21T13:02:17,low_toner,1,Printer toner low warning,223
120,2025-06-26T05:26:33,login,2,SSH login successful,115
121,2025-07-18T20:00:01,new_mac_seen,2,New MAC address seen on port 3,12
122,2025-06-30T23:50:14,print_job,1,Large document sent to printer,195
123,2025-07-16T20:55:30,phishing_email_received,3,Suspicious email with link received,219
124,2025-07-10T04:38:28,login,1,User login to NAS interface,224
125,2025-07-02T22:48:10,malware_alert,4,Antivirus flagged file in Downloads,9
126,2025-06-26T04:25:38,low_toner,1,Printer toner low warning,174
127,2025-07-13T02:52:55,config_backup,1,Router configuration backed up,39
128,2025-06-28T12:51:40,login,3,Admin login to firewall console,22
129,2025-07-09T15:20:15,port_scan_detected,4,Multiple ports scanned from external IP,22
130,2025-06-24T03:53:14,port_flapping,3,Link up/down detected on port,236
131,2025-06-20T14:18:23,network_connection,2,WAN connection established,284
132,2025-07-07T21:44:23,low_toner,1,Printer toner low warning,55
133,2025-07-13T04:03:07,config_backup,1,Router configuration backed up,144
134,2025-06-29T20:29:41,login,2,SSH login successful,129
135,2025-06-20T01:53:14,new_mac_seen,2,New MAC address seen on port 3,40
136,2025-06-21T07:12:13,port_flapping,3,Link up/down detected on port,152
137,2025-07-17T10:10:14,usb_inserted,2,USB storage inserted,135
138,2025-07-14T08:51:40,login,3,Admin login to firewall console,120
139,2025-06-24T09:45:59,new_mac_seen,2,New MAC address seen on port 3,236
140,2025-07-02T02:53:45,port_scan_detected,4,Multiple ports scanned from external IP,8
141,2025-07-14T09:26:32,low_toner,1,Printer toner low warning,251
142,2025-06-19T21:19:40,brute_force_detected,5,Multiple failed logins on admin account ID 172,83
143,2025-06-20T04:07:27,port_flapping,3,Link up/down detected on port,145
144,2025-07-04T20:56:31,login,2,SSH login successful,38
145,2025-07-09T02:48:43,port_scan_detected,4,Multiple ports scanned from external IP,99
146,2025-07-01T12:38:29,phishing_email_received,3,Suspicious email with link received,37
147,2025-06-25T08:26:18,usb_inserted,2,USB storage inserted,114
148,2025-07-07T08:34:25,config_backup,1,Router configuration backed up,165
149,2025-07-07T11:36:45,port_scan_detected,4,Multiple ports scanned from external IP,190
150,2025-06-24T05:44:54,new_mac_seen,2,New MAC address seen on port 3,68
151,2025-06-28T05:49:21,file_access,3,Sensitive file accessed by unknown user,220
152,2025-07-03T01:08:43,network_connection,2,WAN connection established,60
153,2025-07-07T04:49:59,port_flapping,3,Link up/down detected on port,236
154,2025-07-01T00:13:42,low_toner,1,Printer toner low warning,160
155,2025-07-15T14:24:06,brute_force_detected,5,Multiple failed logins on admin account ID 2,150
156,2025-07-03T09:36:47,print_job,1,Large document sent to printer,83
157,2025-06-29T16:57:25,file_access,3,Sensitive file accessed by unknown user,129
158,2025-07-11T06:48:19,login,1,User login to NAS interface,21
159,2025-06-25T23:42:39,phishing_email_received,3,Suspicious email with link received,9
160,2025-07-06T01:27:56,ddos_detected,5,"Unusual traffic spike, potential DDoS",108
161,2025-07-18T00:05:21,ddos_detected,5,"Unusual traffic spike, potential DDoS",171
162,2025-06-21T23:39:39,port_flapping,3,Link up/down detected on port,26
163,2025-06-26T17:49:12,config_backup,1,Router configuration backed up,123
164,2025-06-22T02:55:47,low_toner,1,Printer toner low warning,286
165,2025-07-05T22:33:04,phishing_email_received,3,Suspicious email with link received,170
166,2025-07-03T00:11:13,ddos_detected,5,"Unusual traffic spike, potential DDoS",171
167,2025-06-20T20:59:06,print_job,1,Large document sent to printer,160
168,2025-06-20T08:25:44,config_change,3,Firewall rule modified,253
169,2025-07-05T08:11:29,login,2,SSH login successful,248
170,2025-06-20T01:21:36,port_scan_detected,4,Multiple ports scanned from external IP,1
171,2025-06-29T19:49:11,port_flapping,3,Link up/down detected on port,68
172,2025-07-13T08:11:21,new_mac_seen,2,New MAC address seen on port 3,152
173,2025-07-18T07:30:45,print_job,1,Large document sent to printer,160
174,2025-07-12T00:24:24,port_scan_detected,4,Multiple ports scanned from external IP,274
175,2025-07-16T20:29:47,backup_failure,3,Scheduled backup did not complete,231
176,2025-07-13T07:41:16,login,1,User login to NAS interface,266
177,2025-07-18T21:46:22,login,2,User login from internal IP,100
178,2025-07-02T23:38:58,malware_alert,4,Antivirus flagged file in Downloads,261
179,2025-07-13T22:25:28,low_toner,1,Printer toner low warning,251
180,2025-06-30T16:53:49,config_change,3,Firewall rule modified,1
181,2025-07-10T22:04:40,port_flapping,3,Link up/down detected on port,215
182,2025-07-03T20:20:14,process_start,3,Apache process started,283
183,2025-06-23T03:18:42,new_mac_seen,2,New MAC address seen on port 3,103
184,2025-06-27T05:55:00,print_job,1,Large document sent to printer,118
185,2025-07-08T05:25:19,print_job,1,Large document sent to printer,181
186,2025-07-12T18:08:48,malware_alert,4,Antivirus flagged file in Downloads,79
187,2025-06-24T11:11:50,port_scan_detected,4,Multiple ports scanned from external IP,155
188,2025-07-04T00:57:57,low_toner,1,Printer toner low warning,174
189,2025-07-02T00:02:30,phishing_email_received,3,Suspicious email with link received,247
190,2025-07-17T07:14:55,port_flapping,3,Link up/down detected on port,26
191,2025-06-19T18:07:42,port_scan_detected,4,Multiple ports scanned from external IP,36
192,2025-07-07T06:08:53,network_connection,2,WAN connection established,130
193,2025-06-28T02:29:44,port_scan_detected,4,Multiple ports scanned from external IP,120
194,2025-06-22T18:47:04,config_backup,1,Router configuration backed up,102
195,2025-06-25T08:58:36,brute_force_detected,5,Multiple failed logins on admin account ID 172,98
196,2025-07-03T05:32:20,login,3,Admin login to firewall console,15
197,2025-07-13T19:55:00,file_access,3,Sensitive file accessed by unknown user,178
198,2025-06-23T17:33:36,port_flapping,3,Link up/down detected on port,166
199,2025-06-29T02:31:27,backup_failure,3,Scheduled backup did not complete,182
200,2025-06-30T04:36:25,brute_force_detected,5,Multiple failed logins on admin account ID 18,143
201,2025-06-28T12:03:57,phishing_email_received,3,Suspicious email with link received,219
202,2025-06-25T08:50:33,login,3,Admin login to firewall console,78
203,2025-07-17T22:12:13,phishing_email_received,3,Suspicious email with link received,86
204,2025-07-02T07:24:32,network_connection,2,WAN connection established,109
205,2025-07-10T00:54:30,low_toner,1,Printer toner low warning,265
206,2025-06-27T17:27:11,malware_alert,4,Antivirus flagged file in Downloads,58
207,2025-07-15T17:36:51,config_backup,1,Router configuration backed up,151
208,2025-06-28T08:58:25,port_scan_detected,4,Multiple ports scanned from external IP,197
209,2025-07-04T01:23:34,network_connection,2,WAN connection established,95
210,2025-07-15T20:58:26,ddos_detected,5,"Unusual traffic spike, potential DDoS",213
211,2025-07-07T02:06:30,brute_force_detected,5,Multiple failed logins on admin account ID 19,4
212,2025-07-05T06:21:01,login,1,User login to NAS interface,42
213,2025-07-11T14:55:17,login,3,Admin login to firewall console,260
214,2025-07-07T13:30:12,config_backup,1,Router configuration backed up,137
215,2025-06-20T22:37:38,process_start,3,Apache process started,115
216,2025-07-04T02:28:00,login,2,SSH login successful,213
217,2025-06-29T21:25:37,backup_failure,3,Scheduled backup did not complete,77
218,2025-07-08T05:37:14,file_access,3,Sensitive file accessed by unknown user,185
219,2025-07-12T15:04:43,ddos_detected,5,"Unusual traffic spike, potential DDoS",248
220,2025-07-15T02:24:26,backup_failure,3,Scheduled backup did not complete,105
221,2025-06-22T23:32:39,config_backup,1,Router configuration backed up,200
222,2025-06-19T13:56:10,login,2,User login from internal IP,142
223,2025-07-01T10:01:57,print_job,1,Large document sent to printer,104
224,2025-07-06T09:01:44,print_job,1,Large document sent to printer,69
225,2025-07-13T19:18:55,new_mac_seen,2,New MAC address seen on port 3,152
226,2025-06-26T22:05:45,login,2,User login from internal IP,114
227,2025-07-17T17:47:41,config_change,3,Firewall rule modified,267
228,2025-07-10T06:07:03,network_connection,2,WAN connection established,158
229,2025-06-20T02:40:39,usb_inserted,2,USB storage inserted,149
230,2025-07-15T21:54:01,process_start,3,Apache process started,241
231,2025-07-03T01:32:24,login,2,SSH login successful,171
232,2025-07-05T05:25:38,login,3,Admin login to firewall console,8
233,2025-06-21T17:05:56,file_access,2,User accessed shared file,35
234,2025-07-01T13:45:01,process_start,3,Apache process started,269
235,2025-06-21T00:51:54,backup_failure,3,Scheduled backup did not complete,203
236,2025-07-07T07:34:16,config_backup,1,Router configuration backed up,284
237,2025-07-14T16:47:13,network_connection,2,WAN connection established,130
238,2025-07-15T10:13:08,file_access,2,User accessed shared file,231
239,2025-07-14T10:20:29,low_toner,1,Printer toner low warning,230
240,2025-07-07T16:21:54,file_access,2,User accessed shared file,7
241,2025-06-27T23:04:30,login,2,User login from internal IP,51
242,2025-07-18T01:41:08,port_flapping,3,Link up/down detected on port,194
243,2025-06-20T17:01:19,ddos_detected,5,"Unusual traffic spike, potential DDoS",87
244,2025-07-02T04:07:05,file_access,2,User accessed shared file,21
245,2025-07-02T05:19:19,brute_force_detected,5,Multiple failed logins on admin account ID 151,290
246,2025-07-15T23:05:11,file_access,2,User accessed shared file,231
247,2025-06-27T13:14:31,port_scan_detected,4,Multiple ports scanned from external IP,197
248,2025-06-29T03:38:19,brute_force_detected,5,Multiple failed logins on admin account ID 83,7
249,2025-06-22T14:17:00,print_job,1,Large document sent to printer,132
250,2025-07-01T15:59:07,print_job,1,Large document sent to printer,125
251,2025-07-04T19:27:49,port_scan_detected,4,Multiple ports scanned from external IP,99
252,2025-07-06T06:26:07,file_access,2,User accessed shared file,154
253,2025-07-05T02:42:07,file_access,3,Sensitive file accessed by unknown user,199
254,2025-07-07T00:11:38,malware_alert,4,Antivirus flagged file in Downloads,44
255,2025-07-06T04:01:18,backup_failure,3,Scheduled backup did not complete,147
256,2025-07-12T12:25:11,low_toner,1,Printer toner low warning,195
257,2025-07-14T13:56:13,login,1,User login to NAS interface,28
258,2025-07-01T01:24:45,print_job,1,Large document sent to printer,272
259,2025-07-04T19:31:27,login,3,Admin login to firewall console,162
260,2025-06-23T20:36:22,login,2,SSH login successful,157
261,2025-07-08T19:20:19,login,2,SSH login successful,94
262,2025-07-14T07:12:26,low_toner,1,Printer toner low warning,146
263,2025-07-02T15:08:55,login,3,Admin login to firewall console,15
264,2025-06-21T16:18:29,port_flapping,3,Link up/down detected on port,236
265,2025-07-02T02:21:42,print_job,1,Large document sent to printer,223
266,2025-07-09T19:48:39,low_toner,1,Printer toner low warning,76
267,2025-06-24T11:08:04,print_job,1,Large document sent to printer,34
268,2025-07-09T08:09:43,config_change,3,Firewall rule modified,36
269,2025-07-08T06:49:30,login,3,Admin login to firewall console,211
270,2025-07-18T07:12:27,login,3,Admin login to firewall console,8
271,2025-07-09T22:16:09,file_access,3,Sensitive file accessed by unknown user,66
272,2025-07-13T23:24:23,login,1,User login to NAS interface,77
273,2025-06-22T15:03:34,malware_alert,4,Antivirus flagged file in Downloads,30
274,2025-07-04T22:26:24,config_change,3,Firewall rule modified,267
275,2025-07-08T08:59:22,file_access,3,Sensitive file accessed by unknown user,80
276,2025-06-23T20:28:07,backup_failure,3,Scheduled backup did not complete,14
277,2025-07-05T15:50:21,malware_alert,4,Antivirus flagged file in Downloads,275
278,2025-07-18T06:28:59,print_job,1,Large document sent to printer,272
279,2025-07-09T21:06:07,process_start,3,Apache process started,108
280,2025-06-28T11:28:32,network_connection,2,WAN connection established,25
281,2025-07-17T20:20:40,new_mac_seen,2,New MAC address seen on port 3,82
282,2025-07-08T02:52:02,port_flapping,3,Link up/down detected on port,5
283,2025-06-24T05:02:17,usb_inserted,2,USB storage inserted,121
284,2025-07-13T17:31:09,config_backup,1,Router configuration backed up,88
285,2025-06-27T00:35:32,new_mac_seen,2,New MAC address seen on port 3,54
286,2025-06-23T06:30:33,port_scan_detected,4,Multiple ports scanned from external IP,176
287,2025-07-08T10:09:38,file_access,2,User accessed shared file,245
288,2025-07-01T08:26:48,new_mac_seen,2,New MAC address seen on port 3,278
289,2025-06-27T21:01:31,login,3,Admin login to firewall console,253
290,2025-07-19T08:01:25,login,2,User login from internal IP,23
291,2025-06-26T17:53:46,login,3,Admin login to firewall console,57
292,2025-07-17T01:16:48,print_job,1,Large document sent to printer,62
293,2025-06-27T13:07:09,login,2,User login from internal IP,212
294,2025-07-03T02:23:30,network_connection,2,WAN connection established,137
295,2025-07-06T08:24:41,file_access,2,User accessed shared file,35
296,2025-06-28T13:07:58,backup_failure,3,Scheduled backup did not complete,49
297,2025-07-02T06:20:34,file_access,2,User accessed shared file,273
298,2025-07-05T09:34:41,login,2,SSH login successful,178
299,2025-07-18T07:26:40,new_mac_seen,2,New MAC address seen on port 3,236
300,2025-07-11T21:52:05,login,3,Admin login to firewall console,176
301,2025-06-24T00:25:56,port_flapping,3,Link up/down detected on port,124
302,2025-07-05T17:27:30,ddos_detected,5,"Unusual traffic spike, potential DDoS",185
303,2025-07-13T13:20:23,login,1,User login to NAS interface,147
304,2025-07-16T22:37:15,login,2,User login from internal IP,2
305,2025-07-04T16:03:21,low_toner,1,Printer toner low warning,104
306,2025-07-02T04:46:25,backup_failure,3,Scheduled backup did not complete,21
307,2025-06-29T02:26:26,login,3,Admin login to firewall console,106
308,2025-06-28T11:32:10,low_toner,1,Printer toner low warning,181
309,2025-07-18T01:58:09,login,2,User login from internal IP,9
310,2025-07-08T17:43:15,config_change,3,Firewall rule modified,239
311,2025-07-02T20:42:17,port_scan_detected,4,Multiple ports scanned from external IP,253
312,2025-07-12T15:32:11,config_change,3,Firewall rule modified,162
313,2025-06-30T23:50:17,brute_force_detected,5,Multiple failed logins on admin account ID 27,176
314,2025-07-08T11:07:46,print_job,1,Large document sent to printer,34
315,2025-07-01T21:01:13,login,1,User login to NAS interface,21
316,2025-06-28T02:02:52,ddos_detected,5,"Unusual traffic spike, potential DDoS",269
317,2025-07-15T08:19:21,process_start,3,Apache process started,129
318,2025-07-03T22:59:09,brute_force_detected,5,Multiple failed logins on admin account ID 181,137
319,2025-06-23T06:23:31,login,2,User login from internal IP,93
320,2025-07-10T16:12:08,print_job,1,Large document sent to printer,251
321,2025-07-09T03:01:33,print_job,1,Large document sent to printer,181
322,2025-07-13T13:57:29,port_flapping,3,Link up/down detected on port,26
323,2025-07-04T11:27:10,new_mac_seen,2,New MAC address seen on port 3,229
324,2025-07-18T10:42:31,brute_force_detected,5,Multiple failed logins on admin account ID 108,89
325,2025-07-02T01:51:09,print_job,1,Large document sent to printer,237
326,2025-06-20T09:10:31,backup_failure,3,Scheduled backup did not complete,266
327,2025-07-08T05:43:48,backup_failure,3,Scheduled backup did not complete,224
328,2025-06-26T03:35:48,port_scan_detected,4,Multiple ports scanned from external IP,43
329,2025-07-11T15:10:00,low_toner,1,Printer toner low warning,48
330,2025-07-05T05:19:06,backup_failure,3,Scheduled backup did not complete,161
331,2025-07-01T00:18:24,file_access,2,User accessed shared file,154
332,2025-07-12T07:14:36,ddos_detected,5,"Unusual traffic spike, potential DDoS",276
333,2025-07-02T20:32:01,usb_inserted,2,USB storage inserted,156
334,2025-06-30T10:57:25,login,2,User login from internal IP,93
335,2025-06-24T08:21:40,usb_inserted,2,USB storage inserted,107
336,2025-07-07T04:05:08,ddos_detected,5,"Unusual traffic spike, potential DDoS",297
337,2025-07-13T18:32:57,low_toner,1,Printer toner low warning,27
338,2025-07-04T03:07:35,login,2,SSH login successful,52
339,2025-07-14T10:57:22,print_job,1,Large document sent to printer,20
340,2025-06-28T09:26:59,network_connection,2,WAN connection established,116
341,2025-06-25T07:22:01,print_job,1,Large document sent to printer,188
342,2025-07-15T13:32:04,login,3,Admin login to firewall console,134
343,2025-06-24T17:47:17,brute_force_detected,5,Multiple failed logins on admin account ID 19,245
344,2025-06-28T03:23:23,config_backup,1,Router configuration backed up,137
345,2025-07-13T18:38:54,login,2,User login from internal IP,72
346,2025-06-27T05:45:40,low_toner,1,Printer toner low warning,265
347,2025-06-24T00:08:13,config_backup,1,Router configuration backed up,144
348,2025-07-18T11:17:24,print_job,1,Large document sent to printer,83
349,2025-07-05T10:12:00,login,3,Admin login to firewall console,183
350,2025-07-13T07:10:23,print_job,1,Large document sent to printer,76
351,2025-06-27T09:46:38,low_toner,1,Printer toner low warning,48
352,2025-07-16T05:44:54,print_job,1,Large document sent to printer,272
353,2025-07-07T11:09:35,login,3,Admin login to firewall console,141
354,2025-06-28T18:10:38,file_access,2,User accessed shared file,196
355,2025-06-27T17:29:22,malware_alert,4,Antivirus flagged file in Downloads,254
356,2025-06-28T00:59:54,print_job,1,Large document sent to printer,237
357,2025-07-04T19:30:46,low_toner,1,Printer toner low warning,230
358,2025-06-26T22:37:23,port_flapping,3,Link up/down detected on port,68
359,2025-06-30T19:55:52,phishing_email_received,3,Suspicious email with link received,233
360,2025-06-21T05:00:18,port_flapping,3,Link up/down detected on port,173
361,2025-06-22T16:03:22,print_job,1,Large document sent to printer,181
362,2025-06-22T20:54:04,new_mac_seen,2,New MAC address seen on port 3,82
363,2025-07-10T09:41:58,port_flapping,3,Link up/down detected on port,5
364,2025-07-13T03:23:36,brute_force_detected,5,Multiple failed logins on admin account ID 149,83
365,2025-06-28T14:43:47,file_access,2,User accessed shared file,287
366,2025-06-28T10:38:59,file_access,2,User accessed shared file,161
367,2025-07-11T03:11:13,network_connection,2,WAN connection established,144
368,2025-06-27T23:35:20,network_connection,2,WAN connection established,284
369,2025-06-22T16:14:32,port_scan_detected,4,Multiple ports scanned from external IP,176
370,2025-07-03T15:43:23,brute_force_detected,5,Multiple failed logins on admin account ID 102,264
371,2025-06-21T19:46:11,low_toner,1,Printer toner low warning,202
372,2025-07-13T20:27:12,backup_failure,3,Scheduled backup did not complete,231
373,2025-06-21T17:00:54,network_connection,2,WAN connection established,193
374,2025-07-12T01:49:42,process_start,3,Apache process started,38
375,2025-07-15T03:59:09,login,2,User login from internal IP,240
376,2025-07-15T13:52:29,port_scan_detected,4,Multiple ports scanned from external IP,1
377,2025-07-05T10:37:43,port_flapping,3,Link up/down detected on port,124
378,2025-07-12T15:03:02,ddos_detected,5,"Unusual traffic spike, potential DDoS",157
379,2025-06-29T08:29:38,file_access,2,User accessed shared file,245
380,2025-07-07T19:36:26,file_access,2,User accessed shared file,98
381,2025-06-29T21:17:33,login,1,User login to NAS interface,28
382,2025-07-06T12:15:28,usb_inserted,2,USB storage inserted,163
383,2025-07-04T00:13:30,port_flapping,3,Link up/down detected on port,278
384,2025-07-12T07:14:31,print_job,1,Large document sent to printer,48
385,2025-07-01T20:26:43,config_backup,1,Router configuration backed up,172
386,2025-06-21T14:53:01,config_backup,1,Router configuration backed up,123
387,2025-06-22T08:47:15,config_backup,1,Router configuration backed up,165
388,2025-06-30T21:33:20,config_change,3,Firewall rule modified,92
389,2025-06-26T03:47:24,ddos_detected,5,"Unusual traffic spike, potential DDoS",269
390,2025-07-08T02:32:59,print_job,1,Large document sent to printer,83
391,2025-07-16T08:18:18,print_job,1,Large document sent to printer,237
392,2025-07-10T08:35:45,network_connection,2,WAN connection established,158
393,2025-07-01T07:41:16,login,2,User login from internal IP,58
394,2025-07-09T03:07:00,network_connection,2,WAN connection established,4
395,2025-07-02T08:08:02,phishing_email_received,3,Suspicious email with link received,121
396,2025-07-18T13:55:29,print_job,1,Large document sent to printer,69
397,2025-07-06T09:49:28,ddos_detected,5,"Unusual traffic spike, potential DDoS",234
398,2025-07-08T20:26:34,network_connection,2,WAN connection established,186
399,2025-07-03T06:27:39,login,2,SSH login successful,38
400,2025-07-19T01:47:44,login,3,Admin login to firewall console,92
401,2025-07-18T13:59:48,login,3,Admin login to firewall console,43
402,2025-06-30T03:56:56,malware_alert,4,Antivirus flagged file in Downloads,282
403,2025-07-13T00:58:34,config_backup,1,Router configuration backed up,165
